Id,gen [kW],House overall [kW],Dishwasher [kW],Furnace 1 [kW],Furnace 2 [kW],Home office [kW],Fridge [kW],Wine cellar [kW],Garage door [kW],Kitchen 12 [kW],Kitchen 14 [kW],Kitchen 38 [kW],Barn [kW],Well [kW],Microwave [kW],Living room [kW],Solar [kW],temperature,icon,humidity,visibility,summary,apparentTemperature,pressure,windSpeed,cloudCover,windBearing,precipIntensity,dewPoint,precipProbability,class
2687,0.003366667,1.569166667,0.114416667,0.4934,0.064233333,0.501833333,0.133766667,0.006833333,0.012233333,0.00045,0.0007,0,0.0313,0.001,0.004183333,0.099266667,0.003366667,32.64,clear-night,0.59,10,Clear,26.86,1012.96,6.17,0,219,0,19.74,0,1
2688,0.00335,1.5113,0.11425,0.4753,0.062366667,0.477266667,0.1223,0.0069,0.012183333,0.000483333,0.00065,1.67E-05,0.031216667,0.001033333,0.004183333,0.098733333,0.00335,32.64,clear-night,0.59,10,Clear,26.86,1012.96,6.17,0,219,0,19.74,0,1
2689,0.00335,1.484116667,0.114233333,0.4446,0.0617,0.485883333,0.118633333,0.00685,0.012233333,0.000483333,0.000666667,0,0.031333333,0.001033333,0.004166667,0.098616667,0.00335,32.64,clear-night,0.59,10,Clear,26.86,1012.96,6.17,0,219,0,19.74,0,1
2690,0.00335,1.257366667,0.114166667,0.187316667,0.063266667,0.5044,0.1166,0.00695,0.012583333,0.00045,0.000433333,1.67E-05,0.031333333,0.001016667,0.004183333,0.098583333,0.00335,32.64,clear-night,0.59,10,Clear,26.86,1012.96,6.17,0,219,0,19.74,0,1
2691,0.003333333,1.090316667,0.114066667,0.02035,0.063116667,0.497516667,0.11515,0.0072,0.012816667,0.00045,0.0003,0,0.03135,0.001016667,0.004183333,0.098633333,0.003333333,32.64,clear-night,0.59,10,Clear,26.86,1012.96,6.17,0,219,0,19.74,0,1
2692,0.00335,1.071566667,0.114133333,0.02035,0.063816667,0.47805,0.114433333,0.0071,0.012816667,0.000433333,0.00025,1.67E-05,0.031483333,0.001033333,0.0042,0.099166667,0.00335,32.64,clear-night,0.59,10,Clear,26.86,1012.96,6.17,0,219,0,19.74,0,1
2693,0.003366667,1.12075,0.114066667,0.020433333,0.103366667,0.48225,0.112,0.007116667,0.012866667,0.000466667,0.00025,0,0.031366667,0.001016667,0.004183333,0.0993,0.003366667,32.64,clear-night,0.59,10,Clear,26.86,1012.96,6.17,0,219,0,19.74,0,1
2694,0.003333333,1.239866667,0.113916667,0.02065,0.190533333,0.500533333,0.107916667,0.007116667,0.012933333,0.000433333,0.000233333,1.67E-05,0.031416667,0.001016667,0.004183333,0.099283333,0.003333333,32.64,clear-night,0.59,10,Clear,26.86,1012.96,6.17,0,219,0,19.74,0,1
2695,0.003333333,1.7251,0.11355,0.02155,0.606816667,0.490716667,0.1043,0.0074,0.01325,0.000383333,5.00E-05,1.67E-05,0.031266667,0.001,0.004166667,0.098466667,0.003333333,32.64,clear-night,0.59,10,Clear,26.86,1012.96,6.17,0,219,0,19.74,0,1
2696,0.0033,2.950666667,1.285766667,0.068966667,0.66265,0.473233333,0.099916667,0.0072,0.011916667,0.000533333,0.001,1.67E-05,0.031066667,0.001033333,0.00415,0.0985,0.0033,32.64,clear-night,0.59,10,Clear,26.86,1012.96,6.17,0,219,0,19.74,0,1
2697,0.00335,3.127433333,1.330866667,0.244183333,0.64365,0.472483333,0.096766667,0.00675,0.011666667,0.000616667,0.001066667,0,0.030933333,0.001033333,0.004133333,0.0982,0.00335,32.64,clear-night,0.59,10,Clear,26.86,1012.96,6.17,0,219,0,19.74,0,1
2698,0.003316667,1.91285,0.152516667,0.24585,0.571333333,0.488933333,0.09525,0.007266667,0.01295,0.000466667,0.000233333,1.67E-05,0.031166667,0.001016667,0.004183333,0.098633333,0.003316667,32.64,clear-night,0.59,10,Clear,26.86,1012.96,6.17,0,219,0,19.74,0,1
2699,0.00335,1.6358,0.11365,0.274466667,0.349016667,0.493783333,0.0934,0.0071,0.012766667,0.000466667,0.00035,0,0.0312,0.001016667,0.004183333,0.09915,0.00335,32.64,clear-night,0.59,10,Clear,26.86,1012.96,6.17,0,219,0,19.74,0,1
2700,0.00335,1.606783333,0.113733333,0.633483333,0.062866667,0.470583333,0.092033333,0.006766667,0.012016667,0.0006,0.0008,1.67E-05,0.03115,0.001016667,0.004183333,0.09895,0.00335,32.64,clear-night,0.59,10,Clear,26.86,1012.96,6.17,0,219,0,19.74,0,1
2701,0.003366667,1.608866667,0.1136,0.628233333,0.061866667,0.4801,0.09105,0.006966667,0.012016667,0.000583333,0.0008,1.67E-05,0.031066667,0.001033333,0.004166667,0.098716667,0.003366667,32.64,clear-night,0.59,10,Clear,26.86,1012.96,6.17,0,219,0,19.74,0,1
2702,0.003316667,1.62225,0.113716667,0.594316667,0.064133333,0.496366667,0.090166667,0.006883333,0.012116667,0.000566667,0.0008,1.67E-05,0.062633333,0.001066667,0.004183333,0.099016667,0.003316667,32.64,clear-night,0.59,10,Clear,26.86,1012.96,6.17,0,219,0,19.74,0,1
2703,0.003333333,1.666216667,0.113766667,0.57715,0.063016667,0.493066667,0.0885,0.006833333,0.012066667,0.000533333,0.0008,0,0.138616667,0.00115,0.00415,0.098883333,0.003333333,32.64,clear-night,0.59,10,Clear,26.86,1012.96,6.17,0,219,0,19.74,0,1
2704,0.003366667,1.177833333,0.113683333,0.182533333,0.062833333,0.47505,0.088,0.006983333,0.012683333,0.00055,0.00045,0,0.031033333,0.001033333,0.004183333,0.09885,0.003366667,32.64,clear-night,0.59,10,Clear,26.86,1012.96,6.17,0,219,0,19.74,0,1
2705,0.003366667,1.130033333,0.113733333,0.129,0.062233333,0.47715,0.087716667,0.007016667,0.012733333,0.00055,0.0004,1.67E-05,0.030983333,0.001016667,0.0042,0.098983333,0.003366667,32.64,clear-night,0.59,10,Clear,26.86,1012.96,6.17,0,219,0,19.74,0,1
2706,0.00335,1.069783333,0.11375,0.020433333,0.06415,0.496633333,0.097766667,0.007166667,0.012866667,0.0005,0.0003,1.67E-05,0.031016667,0.001,0.0042,0.099033333,0.00335,32.64,clear-night,0.59,10,Clear,26.86,1012.96,6.17,0,219,0,19.74,0,1
2707,0.003366667,1.104,0.113833333,0.020383333,0.06345,0.490466667,0.131416667,0.007116667,0.01285,0.000433333,0.000283333,0,0.031033333,0.001016667,0.004183333,0.099,0.003366667,32.64,clear-night,0.59,10,Clear,26.86,1012.96,6.17,0,219,0,19.74,0,1
2708,0.003366667,1.092333333,0.113866667,0.020366667,0.0629,0.4764,0.133566667,0.00705,0.012833333,0.0004,0.000266667,1.67E-05,0.03105,0.001033333,0.0042,0.099216667,0.003366667,32.64,clear-night,0.59,10,Clear,26.86,1012.96,6.17,0,219,0,19.74,0,1
2709,0.003366667,1.149283333,0.113833333,0.02045,0.097683333,0.487633333,0.1363,0.0071,0.01285,0.000416667,0.00025,0,0.031066667,0.001,0.004183333,0.099133333,0.003366667,32.64,clear-night,0.59,10,Clear,26.86,1012.96,6.17,0,219,0,19.74,0,1
2710,0.00335,1.284833333,0.1136,0.02065,0.191683333,0.507,0.137633333,0.0074,0.012966667,0.000366667,0.0002,0,0.0311,0.001,0.004183333,0.0991,0.00335,32.64,clear-night,0.59,10,Clear,26.86,1012.96,6.17,0,219,0,19.74,0,1
2711,0.003316667,1.726883333,0.11315,0.021483333,0.577133333,0.485833333,0.138283333,0.007616667,0.013216667,0.000316667,1.67E-05,1.67E-05,0.030933333,0.001,0.004183333,0.098383333,0.003316667,32.64,clear-night,0.59,10,Clear,26.86,1012.96,6.17,0,219,0,19.74,0,1
2712,0.003316667,1.793666667,0.112966667,0.02155,0.647066667,0.47045,0.138183333,0.007466667,0.01325,0.000283333,0,0,0.030933333,0.001,0.00415,0.0984,0.003316667,32.64,clear-night,0.59,10,Clear,26.86,1012.96,6.17,0,219,0,19.74,0,1
2713,0.00335,1.80355,0.11305,0.021683333,0.6539,0.471666667,0.138333333,0.007416667,0.013316667,0.000316667,1.67E-05,0,0.030983333,0.001,0.004183333,0.098616667,0.00335,32.64,clear-night,0.59,10,Clear,26.86,1012.96,6.17,0,219,0,19.74,0,1
2714,0.003383333,1.765716667,0.054683333,0.02185,0.66275,0.482716667,0.138166667,0.00755,0.013416667,0.000283333,5.00E-05,0,0.03105,0.001,0.004166667,0.0985,0.003383333,32.64,clear-night,0.59,10,Clear,26.86,1012.96,6.17,0,219,0,19.74,0,1
2715,0.00335,1.752666667,0.054033333,0.021816667,0.660833333,0.4723,0.137966667,0.007466667,0.013366667,0.000316667,3.33E-05,3.33E-05,0.03105,0.001,0.004183333,0.09865,0.00335,32.64,clear-night,0.59,10,Clear,26.86,1012.96,6.17,0,219,0,19.74,0,1
2716,0.00335,1.626,0.015466667,0.021883333,0.603,0.4549,0.137766667,0.0076,0.013433333,0.000283333,6.67E-05,1.67E-05,0.0313,0.001,0.0042,0.099066667,0.00335,32.64,clear-night,0.59,10,Clear,26.86,1012.96,6.17,0,219,0,19.74,0,1
2717,0.003383333,1.660933333,0.083033333,0.02165,0.572716667,0.459733333,0.1373,0.007433333,0.0133,0.000316667,1.67E-05,1.67E-05,0.0313,0.001,0.004183333,0.099,0.003383333,32.64,clear-night,0.59,10,Clear,26.86,1012.96,6.17,0,219,0,19.74,0,1
2718,0.003333333,1.151533333,0.117716667,0.020566667,0.095983333,0.487683333,0.136983333,0.007116667,0.0129,0.000383333,0.00025,1.67E-05,0.031483333,0.001016667,0.0042,0.099616667,0.003333333,32.64,clear-night,0.59,10,Clear,26.86,1012.96,6.17,0,219,0,19.74,0,1
2719,0.003383333,1.113683333,0.117,0.020516667,0.06215,0.491083333,0.136833333,0.007066667,0.012916667,0.000416667,0.000283333,0,0.03145,0.001016667,0.004216667,0.099466667,0.003383333,32.64,clear-night,0.59,10,Clear,26.86,1012.96,6.17,0,219,0,19.74,0,1
2720,0.003366667,1.103066667,0.116883333,0.0205,0.0635,0.4785,0.136683333,0.007066667,0.0129,0.000383333,0.000233333,0,0.031616667,0.001016667,0.0042,0.099616667,0.003366667,32.64,clear-night,0.59,10,Clear,26.86,1012.96,6.17,0,219,0,19.74,0,1
2721,0.003366667,1.112566667,0.116866667,0.0205,0.063516667,0.488333333,0.1364,0.007133333,0.0129,0.0004,0.000266667,0,0.031533333,0.001016667,0.004216667,0.0997,0.003366667,32.64,clear-night,0.59,10,Clear,26.86,1012.96,6.17,0,219,0,19.74,0,1
2722,0.003366667,1.131066667,0.1167,0.0205,0.06415,0.507,0.136166667,0.007116667,0.0129,0.0004,0.000266667,0,0.031566667,0.001016667,0.004216667,0.0997,0.003366667,32.64,clear-night,0.59,10,Clear,26.86,1012.96,6.17,0,219,0,19.74,0,1
2723,0.003366667,1.060966667,0.069033333,0.0206,0.062733333,0.485116667,0.136116667,0.007183333,0.012966667,0.0004,0.000216667,1.67E-05,0.03155,0.001016667,0.004216667,0.099883333,0.003366667,32.64,clear-night,0.59,10,Clear,26.86,1012.96,6.17,0,219,0,19.74,0,1
2724,0.003366667,0.998166667,0.0134,0.0207,0.062183333,0.477433333,0.135833333,0.007133333,0.01305,0.0004,0.000166667,1.67E-05,0.031616667,0.001016667,0.004216667,0.099966667,0.003366667,32.64,clear-night,0.59,10,Clear,26.86,1012.96,6.17,0,219,0,19.74,0,0
2725,0.003366667,1.082233333,0.094916667,0.020566667,0.062133333,0.481533333,0.13565,0.007116667,0.012933333,0.000383333,0.000233333,1.67E-05,0.031566667,0.001016667,0.004216667,0.09995,0.003366667,32.64,clear-night,0.59,10,Clear,26.86,1012.96,6.17,0,219,0,19.74,0,1
2726,0.003366667,1.130483333,0.11775,0.020533333,0.0637,0.50625,0.1354,0.007466667,0.012933333,0.000433333,0.0003,0,0.031483333,0.001033333,0.004233333,0.099833333,0.003366667,32.64,clear-night,0.59,10,Clear,26.86,1012.96,6.17,0,219,0,19.74,0,1
2727,0.00335,1.067233333,0.079466667,0.02055,0.063533333,0.481783333,0.135233333,0.007166667,0.01295,0.0004,0.000233333,1.67E-05,0.031533333,0.001016667,0.004216667,0.100016667,0.00335,31.88,clear-night,0.6,10,Clear,25.7,1012.4,6.51,0,214,0,19.64,0,1
2728,0.003366667,2.269683333,1.353483333,0.018166667,0.0703,0.462433333,0.134233333,0.0065,0.011566667,0.00055,0.001316667,1.67E-05,0.031266667,0.001033333,0.004183333,0.099883333,0.003366667,31.88,clear-night,0.6,10,Clear,25.7,1012.4,6.51,0,214,0,19.64,0,1
2729,0.00335,2.27055,1.353433333,0.018183333,0.06965,0.464733333,0.1341,0.006483333,0.011566667,0.000533333,0.001283333,1.67E-05,0.031383333,0.001016667,0.004166667,0.099666667,0.00335,31.88,clear-night,0.6,10,Clear,25.7,1012.4,6.51,0,214,0,19.64,0,1
2730,0.003366667,2.4008,1.352366667,0.0184,0.16315,0.478366667,0.133883333,0.006516667,0.011633333,0.00055,0.001283333,0,0.031333333,0.001033333,0.004183333,0.099466667,0.003366667,31.88,clear-night,0.6,10,Clear,25.7,1012.4,6.51,0,214,0,19.64,0,1
2731,0.00335,2.512883333,1.355316667,0.0186,0.2556,0.472883333,0.1338,0.006733333,0.0117,0.000516667,0.001216667,0,0.0313,0.00105,0.004166667,0.099216667,0.00335,31.88,clear-night,0.6,10,Clear,25.7,1012.4,6.51,0,214,0,19.64,0,1
2732,0.00335,3.052866667,1.350216667,0.019516667,0.711733333,0.459316667,0.133716667,0.00705,0.012,0.000466667,0.00095,0,0.031133333,0.001033333,0.00415,0.0986,0.00335,31.88,clear-night,0.6,10,Clear,25.7,1012.4,6.51,0,214,0,19.64,0,1
2733,0.00335,3.008683333,1.348883333,0.0195,0.664833333,0.468333333,0.1336,0.00685,0.011966667,0.00045,0.000966667,0,0.031183333,0.001033333,0.004166667,0.098933333,0.00335,31.88,clear-night,0.6,10,Clear,25.7,1012.4,6.51,0,214,0,19.64,0,1
2734,0.003333333,2.959533333,1.345783333,0.019383333,0.6202,0.4797,0.133416667,0.006766667,0.011966667,0.000466667,0.000983333,3.33E-05,0.03115,0.00105,0.004166667,0.099,0.003333333,31.88,clear-night,0.6,10,Clear,25.7,1012.4,6.51,0,214,0,19.64,0,1
2735,0.003366667,2.899383333,1.344,0.019266667,0.576183333,0.477583333,0.133216667,0.006766667,0.011866667,0.000466667,0.001033333,1.67E-05,0.031216667,0.001033333,0.00415,0.0989,0.003366667,31.88,clear-night,0.6,10,Clear,25.7,1012.4,6.51,0,214,0,19.64,0,1
2736,0.00335,2.413283333,1.3498,0.018466667,0.186316667,0.46765,0.133316667,0.006683333,0.01165,0.000533333,0.00125,1.67E-05,0.03135,0.001016667,0.004166667,0.099633333,0.00335,31.88,clear-night,0.6,10,Clear,25.7,1012.4,6.51,0,214,0,19.64,0,1
2737,0.003333333,2.27205,1.350633333,0.0182,0.071483333,0.46995,0.132183333,0.006516667,0.011566667,0.00055,0.0013,0,0.031383333,0.001,0.004166667,0.09945,0.003333333,31.88,clear-night,0.6,10,Clear,25.7,1012.4,6.51,0,214,0,19.64,0,1
2738,0.00335,2.279833333,1.353633333,0.01825,0.070216667,0.482666667,0.127883333,0.006466667,0.011583333,0.000583333,0.001283333,0,0.031333333,0.00105,0.004183333,0.099466667,0.00335,31.88,clear-night,0.6,10,Clear,25.7,1012.4,6.51,0,214,0,19.64,0,1
2739,0.0034,2.35655,1.351916667,0.01825,0.069533333,0.487933333,0.125783333,0.006433333,0.011583333,0.000533333,0.001333333,0,0.0312,0.00105,0.004016667,0.099483333,0.0034,31.88,clear-night,0.6,10,Clear,25.7,1012.4,6.51,0,214,0,19.64,0,1
2740,0.003416667,2.349066667,1.351,0.018233333,0.07,0.470316667,0.12475,0.006616667,0.011566667,0.00055,0.001333333,1.67E-05,0.0312,0.001033333,0.004016667,0.099383333,0.003416667,31.88,clear-night,0.6,10,Clear,25.7,1012.4,6.51,0,214,0,19.64,0,1
2741,0.003383333,2.357716667,1.353533333,0.018266667,0.070183333,0.4745,0.12395,0.006666667,0.0116,0.00055,0.001333333,0,0.031233333,0.001033333,0.004,0.0994,0.003383333,31.88,clear-night,0.6,10,Clear,25.7,1012.4,6.51,0,214,0,19.64,0,1
2742,0.003416667,2.38075,1.3562,0.0183,0.0709,0.493116667,0.124,0.0065,0.011616667,0.000583333,0.0013,0,0.031166667,0.00105,0.004016667,0.0994,0.003416667,31.88,clear-night,0.6,10,Clear,25.7,1012.4,6.51,0,214,0,19.64,0,1
2743,0.0034,2.37215,1.35665,0.0183,0.070216667,0.489666667,0.1233,0.006483333,0.011633333,0.00055,0.001333333,0,0.031333333,0.001016667,0.004033333,0.0996,0.0034,31.88,clear-night,0.6,10,Clear,25.7,1012.4,6.51,0,214,0,19.64,0,1
2744,0.003416667,2.346316667,1.354833333,0.018266667,0.070083333,0.4684,0.122766667,0.006466667,0.011583333,0.000583333,0.001266667,1.67E-05,0.031166667,0.00105,0.004033333,0.099316667,0.003416667,31.88,clear-night,0.6,10,Clear,25.7,1012.4,6.51,0,214,0,19.64,0,1
2745,0.003433333,2.3512,1.352933333,0.01825,0.069616667,0.477816667,0.1223,0.006533333,0.0116,0.00055,0.001333333,0,0.03125,0.001016667,0.004016667,0.099066667,0.003433333,31.88,clear-night,0.6,10,Clear,25.7,1012.4,6.51,0,214,0,19.64,0,1
2746,0.0034,1.261883333,0.185533333,0.020416667,0.06475,0.50795,0.12275,0.007216667,0.01285,0.000416667,0.000383333,0,0.031433333,0.001016667,0.004066667,0.09945,0.0034,31.88,clear-night,0.6,10,Clear,25.7,1012.4,6.51,0,214,0,19.64,0,1
2747,0.0034,1.0716,0.000533333,0.020766667,0.063616667,0.496983333,0.1226,0.007233333,0.013066667,0.0004,0.000216667,1.67E-05,0.031516667,0.001016667,0.004066667,0.099966667,0.0034,31.88,clear-night,0.6,10,Clear,25.7,1012.4,6.51,0,214,0,19.64,0,1
2748,0.0034,1.033616667,0.000533333,0.020783333,0.062083333,0.462,0.122383333,0.007166667,0.013083333,0.000416667,0.0002,0,0.031433333,0.001033333,0.004083333,0.0999,0.0034,31.88,clear-night,0.6,10,Clear,25.7,1012.4,6.51,0,214,0,19.64,0,1
2749,0.0034,1.04905,0.0127,0.020783333,0.062066667,0.462083333,0.12215,0.007116667,0.0131,0.000383333,0.0002,0,0.037733333,0.001016667,0.004066667,0.100183333,0.0034,31.88,clear-night,0.6,10,Clear,25.7,1012.4,6.51,0,214,0,19.64,0,1
2750,0.003416667,1.185316667,0.015233333,0.020766667,0.062133333,0.482866667,0.121733333,0.00715,0.0131,0.000366667,0.000266667,1.67E-05,0.166616667,0.0012,0.00405,0.10035,0.003416667,31.88,clear-night,0.6,10,Clear,25.7,1012.4,6.51,0,214,0,19.64,0,1
2751,0.0034,0.985616667,0.000516667,0.02085,0.062533333,0.476983333,0.12165,0.007233333,0.0131,0.0004,0.000183333,1.67E-05,0.03165,0.001033333,0.004216667,0.1004,0.0034,31.88,clear-night,0.6,10,Clear,25.7,1012.4,6.51,0,214,0,19.64,0,0
2752,0.00335,0.9521,0.000533333,0.020783333,0.06325,0.458583333,0.12135,0.007183333,0.013083333,0.000416667,0.000166667,1.67E-05,0.031583333,0.001016667,0.004233333,0.100166667,0.00335,31.88,clear-night,0.6,10,Clear,25.7,1012.4,6.51,0,214,0,19.64,0,0
2753,0.003383333,1.246833333,0.00055,0.02115,0.19705,0.4991,0.195766667,0.007333333,0.013233333,0.000216667,8.33E-05,1.67E-05,0.031616667,0.001,0.004216667,0.1002,0.003383333,31.88,clear-night,0.6,10,Clear,25.7,1012.4,6.51,0,214,0,19.64,0,1
2754,0.003366667,1.225583333,0.00055,0.020833333,0.095133333,0.490933333,0.285316667,0.007166667,0.013083333,8.33E-05,5.00E-05,0,0.031583333,0.001016667,0.004233333,0.1001,0.003366667,31.88,clear-night,0.6,10,Clear,25.7,1012.4,6.51,0,214,0,19.64,0,1
2755,0.003366667,1.1978,0.000533333,0.020766667,0.0784,0.484583333,0.284716667,0.007166667,0.01305,8.33E-05,5.00E-05,0,0.031533333,0.001,0.004216667,0.0999,0.003366667,31.88,clear-night,0.6,10,Clear,25.7,1012.4,6.51,0,214,0,19.64,0,1
2756,0.003383333,1.188983333,0.00055,0.020716667,0.064716667,0.492516667,0.284383333,0.007333333,0.01305,8.33E-05,6.67E-05,0,0.031483333,0.001016667,0.004216667,0.099766667,0.003383333,31.88,clear-night,0.6,10,Clear,25.7,1012.4,6.51,0,214,0,19.64,0,1
2757,0.003366667,0.97705,0.000516667,0.02075,0.063,0.501266667,0.108566667,0.0072,0.013066667,0.000466667,0.000233333,0,0.031583333,0.001033333,0.004233333,0.1001,0.003366667,31.88,clear-night,0.6,10,Clear,25.7,1012.4,6.51,0,214,0,19.64,0,0
2758,0.003383333,0.83735,0.000516667,0.020766667,0.0623,0.485066667,0.00925,0.007133333,0.013083333,0.0007,0.0003,1.67E-05,0.031566667,0.001016667,0.004216667,0.100483333,0.003383333,31.88,clear-night,0.6,10,Clear,25.7,1012.4,6.51,0,214,0,19.64,0,0
2759,0.003366667,0.831583333,0.000533333,0.020766667,0.06145,0.4865,0.004733333,0.00715,0.01305,0.000716667,0.000316667,0,0.03155,0.001016667,0.004233333,0.1001,0.003366667,31.88,clear-night,0.6,10,Clear,25.7,1012.4,6.51,0,214,0,19.64,0,0
2760,0.0034,0.842283333,0.01395,0.020766667,0.062583333,0.484133333,0.004716667,0.007116667,0.013083333,0.000733333,0.000333333,0,0.031566667,0.001016667,0.004216667,0.10005,0.0034,31.88,clear-night,0.6,10,Clear,25.7,1012.4,6.51,0,214,0,19.64,0,0
2761,0.003366667,0.844333333,0.022383333,0.0208,0.062433333,0.476166667,0.00475,0.007333333,0.0131,0.000733333,0.000333333,1.67E-05,0.031666667,0.001016667,0.00425,0.1006,0.003366667,31.88,clear-night,0.6,10,Clear,25.7,1012.4,6.51,0,214,0,19.64,0,0
2762,0.003383333,0.825583333,0.000233333,0.02085,0.063633333,0.477366667,0.00475,0.007283333,0.013116667,0.000716667,0.000316667,1.67E-05,0.031583333,0.001016667,0.00425,0.1007,0.003383333,31.88,clear-night,0.6,10,Clear,25.7,1012.4,6.51,0,214,0,19.64,0,0
2763,0.003383333,0.80975,0.000233333,0.020866667,0.062466667,0.4618,0.004766667,0.007166667,0.013133333,0.000716667,0.0003,0,0.03165,0.001016667,0.004233333,0.101133333,0.003383333,31.88,clear-night,0.6,10,Clear,25.7,1012.4,6.51,0,214,0,19.64,0,0
2764,0.003366667,0.888466667,0.000233333,0.0208,0.062566667,0.455233333,0.004733333,0.0071,0.013116667,0.000683333,0.000333333,1.67E-05,0.12775,0.001133333,0.004216667,0.101,0.003366667,31.88,clear-night,0.6,10,Clear,25.7,1012.4,6.51,0,214,0,19.64,0,0
2765,0.003383333,0.862883333,0.000216667,0.0207,0.061366667,0.477333333,0.004733333,0.007133333,0.013033333,0.0007,0.000333333,1.67E-05,0.076666667,0.001083333,0.004216667,0.100366667,0.003383333,31.88,clear-night,0.6,10,Clear,25.7,1012.4,6.51,0,214,0,19.64,0,0
2766,0.003366667,0.7903,0.000233333,0.02075,0.063466667,0.436933333,0.008483333,0.0073,0.0131,0.0007,0.000266667,1.67E-05,0.031466667,0.001016667,0.004216667,0.1007,0.003366667,31.88,clear-night,0.6,10,Clear,25.7,1012.4,6.51,0,214,0,19.64,0,0
2767,0.003366667,0.7858,0.000233333,0.020766667,0.063366667,0.437266667,0.004783333,0.007183333,0.0131,0.000716667,0.000283333,0,0.031366667,0.001,0.00425,0.100833333,0.003366667,31.88,clear-night,0.6,10,Clear,25.7,1012.4,6.51,0,214,0,19.64,0,0
2768,0.003366667,0.785983333,0.000233333,0.020833333,0.062983333,0.4372,0.004783333,0.007216667,0.013133333,0.0007,0.000266667,1.67E-05,0.031316667,0.001016667,0.004216667,0.100966667,0.003366667,31.88,clear-night,0.6,10,Clear,25.7,1012.4,6.51,0,214,0,19.64,0,0
2769,0.0034,0.798733333,0.000233333,0.020816667,0.0621,0.45175,0.004783333,0.007183333,0.013116667,0.000716667,0.000283333,0,0.031566667,0.001016667,0.00425,0.100866667,0.0034,31.88,clear-night,0.6,10,Clear,25.7,1012.4,6.51,0,214,0,19.64,0,0
2770,0.0034,0.8008,0.000233333,0.0208,0.062083333,0.453983333,0.004766667,0.007216667,0.013133333,0.000716667,0.0003,1.67E-05,0.031366667,0.001016667,0.004233333,0.101133333,0.0034,31.88,clear-night,0.6,10,Clear,25.7,1012.4,6.51,0,214,0,19.64,0,0
2771,0.003383333,0.79075,0.000233333,0.0208,0.06195,0.4436,0.004783333,0.007516667,0.013133333,0.00075,0.000283333,1.67E-05,0.031566667,0.001016667,0.004233333,0.100866667,0.003383333,31.88,clear-night,0.6,10,Clear,25.7,1012.4,6.51,0,214,0,19.64,0,0
2772,0.00335,0.789566667,0.000233333,0.020816667,0.062916667,0.441316667,0.004783333,0.007133333,0.013116667,0.000733333,0.000283333,0,0.031333333,0.001016667,0.00425,0.100833333,0.00335,31.88,clear-night,0.6,10,Clear,25.7,1012.4,6.51,0,214,0,19.64,0,0
2773,0.0034,0.788783333,0.000233333,0.020833333,0.06215,0.4417,0.004766667,0.007133333,0.013133333,0.000733333,0.000266667,1.67E-05,0.031416667,0.001016667,0.004233333,0.101183333,0.0034,31.88,clear-night,0.6,10,Clear,25.7,1012.4,6.51,0,214,0,19.64,0,0
2774,0.0034,0.781466667,0.000233333,0.020833333,0.06225,0.433833333,0.004783333,0.007216667,0.013133333,0.0007,0.000283333,1.67E-05,0.031433333,0.001016667,0.004233333,0.100916667,0.0034,31.88,clear-night,0.6,10,Clear,25.7,1012.4,6.51,0,214,0,19.64,0,0
2775,0.0034,0.7973,0.000233333,0.020833333,0.06195,0.45095,0.004783333,0.007133333,0.013133333,0.000733333,0.0003,1.67E-05,0.03145,0.001016667,0.00425,0.100983333,0.0034,31.88,clear-night,0.6,10,Clear,25.7,1012.4,6.51,0,214,0,19.64,0,0
2776,0.0034,0.79705,0.00025,0.020866667,0.063616667,0.448166667,0.004766667,0.00725,0.013133333,0.0007,0.000283333,0,0.031466667,0.001016667,0.00425,0.100883333,0.0034,31.88,clear-night,0.6,10,Clear,25.7,1012.4,6.51,0,214,0,19.64,0,0
2777,0.003383333,0.7933,0.000233333,0.020883333,0.063866667,0.44355,0.004766667,0.00725,0.01315,0.000716667,0.0003,1.67E-05,0.031433333,0.001016667,0.004233333,0.10095,0.003383333,31.88,clear-night,0.6,10,Clear,25.7,1012.4,6.51,0,214,0,19.64,0,0
2778,0.003383333,0.791733333,0.000233333,0.020833333,0.062883333,0.443666667,0.004766667,0.007183333,0.013133333,0.000733333,0.000283333,1.67E-05,0.031416667,0.001016667,0.00425,0.10075,0.003383333,31.88,clear-night,0.6,10,Clear,25.7,1012.4,6.51,0,214,0,19.64,0,0
2779,0.0034,0.791633333,0.000233333,0.02095,0.062133333,0.443416667,0.004783333,0.007166667,0.013166667,0.000716667,0.0003,0,0.0315,0.001016667,0.00425,0.101166667,0.0034,31.88,clear-night,0.6,10,Clear,25.7,1012.4,6.51,0,214,0,19.64,0,0
2780,0.003416667,0.7985,0.000233333,0.020983333,0.062816667,0.449416667,0.004783333,0.00715,0.013216667,0.000716667,0.000283333,1.67E-05,0.031533333,0.001016667,0.004266667,0.10135,0.003416667,31.88,clear-night,0.6,10,Clear,25.7,1012.4,6.51,0,214,0,19.64,0,0
2781,0.003383333,0.790483333,0.000233333,0.0209,0.06165,0.44335,0.004783333,0.0072,0.013133333,0.000733333,0.0003,1.67E-05,0.031483333,0.001016667,0.004233333,0.101,0.003383333,31.88,clear-night,0.6,10,Clear,25.7,1012.4,6.51,0,214,0,19.64,0,0
